,count,mean,std,min,25%,50%,75%,max,median
beer,250.0,125.5,72.31297716638879,1.0,63.25,125.5,187.75,250.0,125.5
beer_id,250.0,4602339649885.692,2276041978440.651,1882.0,5410228194178.25,5411663001938.0,5422542245266.25,9120041150784.0,5411663001938.0
tasting_category_fine,250.0,10.296,5.821334532817357,0.0,6.0,10.0,15.75,21.0,10.0
acetaldehyde,250.0,0.578982717204,0.3814148726902595,-1.902829488,0.40930931575,0.613289654,0.82209020375,1.268627576,0.613289654
CS2,250.0,-1.8983967488879998,0.5730022805220397,-2.146291652,-2.146291652,-2.146291652,-2.146291652,-0.008552402,-2.146291652
DES,250.0,-0.37009350536399993,0.649862984999828,-1.905266906,-0.5067809525,-0.212162841,0.0267356355,0.671646697,-0.212162841
DMS,250.0,1.392986799284,0.3400623836307577,0.0462112,1.183130091,1.3844274665,1.61622484975,2.716380377,1.3844274665
ethyl_2.methyl_butyrate,250.0,-2.4296127321039998,0.6326560687459061,-3.195519811,-3.195519811,-2.2863036095,-1.933674075,-0.539583303,-2.2863036095
ethyl_acetate,250.0,1.389745029304,0.33324426712258204,-0.599349782,1.2925373894999999,1.4418169,1.5773879962500001,2.116964264,1.4418169
ethyl_decanoate,250.0,-1.0314808715559998,0.4939470544964416,-2.975719624,-1.3341891645000001,-0.950485018,-0.660122962,-0.186983093,-0.950485018
ethyl_hexanoate,250.0,-0.6793173669079999,0.32952341095562354,-2.476904162,-0.8178099492500001,-0.6273870875,-0.4639125285,-0.078258916,-0.6273870875
ethyl_isovalerate,250.0,-2.8402626362639998,1.2125607942757908,-4.487004489,-4.487004489,-2.2441418535,-1.9498626705,-0.85884822,-2.2441418535
ethyl_octanoate,250.0,-0.39821457572,0.37314137391236407,-2.004803708,-0.5495656849999999,-0.3047542725,-0.1469920805,0.301065823,-0.3047542725
ethyl_propionate,250.0,-1.21455032094,0.4208064643567483,-2.44279366,-1.411120178,-1.1649941395,-0.9516109305,-0.087870979,-1.1649941395
H2S,250.0,0.821079328032,0.558835554695111,-1.586071886,0.7516249885,0.9288460585,1.0680714205,1.694089969,0.9288460585
isoamyl_alcohol,250.0,1.556055626048,0.3449590572812546,-0.730837435,1.4925354842499998,1.6078843475,1.715154806,2.009009514,1.6078843475
isobutanol,250.0,0.959484721248,0.45148028284282465,-1.321117585,0.90012951625,1.043023442,1.1842485847500002,1.523693932,1.043023442
isobutyl_acetate,250.0,-1.3066593925000003,0.5613302803592836,-3.265600257,-1.48281059425,-1.1465207259999999,-0.966661719,-0.327583468,-1.1465207259999999
isopentyl_acetate,250.0,0.248974558516,0.45037104802949,-1.189498652,0.022439195250000002,0.3387104425,0.57083823825,1.116660035,0.3387104425
MeSH,250.0,-0.094004264292,0.2542738705078118,-1.784098187,-0.2240281065,-0.0592785365,0.07358306775,0.540736044,-0.0592785365
octyl_acetate,250.0,-2.733910618316,0.6784722671492461,-3.45500232,-3.45500232,-2.6180960825,-2.1015618947499997,-1.44267329,-2.6180960825
phenethyl_acetate,250.0,-0.751476379848,0.3766545979069231,-2.221667831,-0.94345724325,-0.7070300555,-0.486048451,0.10738467,-0.7070300555
phenethyl_alcohol,250.0,0.8936971793759999,0.3837034342995564,-0.041675068,0.731890199,0.9398946045000001,1.1392707770000001,1.889005553,0.9398946045000001
X4VG,250.0,-1.6702753879879997,0.5280482181965086,-2.013157381,-2.013157381,-2.013157381,-1.14439584675,-0.164417223,-2.013157381
SO2.mg.L.,250.0,0.315451315908,0.2733983628766045,-1.0,0.17322537324999998,0.311753861,0.47882437875,1.07371835,0.311753861
acetic_acid.g.L.,250.0,-0.719563933488,0.34671931035084863,-1.756961951,-0.920818754,-0.769551079,-0.530177984,0.5132176,-0.769551079
ammonia.mg.L.,250.0,0.958354927896,0.5591063229059018,-0.853871964,0.67175116225,0.9803530874999999,1.34071665,2.303260873,0.9803530874999999
color.EBC.,250.0,1.330447050252,0.40202858382513257,0.653212514,1.01336300625,1.2606638595000002,1.7250799895,2.476179262,1.2606638595000002
betaglucan.mg.L.,250.0,1.8629854178,0.5714837420517909,0.096910013,1.648360011,2.044316071,2.235528447,2.603144373,2.044316071
lactic_acid.mg.L.,250.0,2.2808214448879998,0.4696213396389615,1.311753861,2.025305865,2.141446943,2.28414835775,3.856577858,2.141446943
glycerol,250.0,0.383920561712,0.17540815332953819,-0.795880017,0.3164935925,0.4061139835,0.48625321575,0.77633791,0.4061139835
iron,250.0,-1.051705451052,0.5294728466750294,-2.698970004,-1.38731150025,-1.024338467,-0.75393407025,0.701999475,-1.024338467
pH,250.0,0.6139429270319999,0.017155297404017604,0.57054294,0.605305046,0.6162127829999999,0.62324929,0.674401813,0.6162127829999999
protein.g.L.,250.0,0.8853887374,0.22881272603106936,-0.698970004,0.74915313225,0.8750516125,1.0032410305000001,1.546542663,0.8750516125
bitterness,250.0,1.144750346104,0.4464634302990365,-1.144178095,0.970589339,1.2591636685,1.42013929575,1.794142844,1.2591636685
GFS,250.0,-0.52148972308,0.9590221485927692,-2.602059991,-1.187086643,-0.7270373354999999,0.06304486349999999,1.914263803,-0.7270373354999999
ethanol..v.v.,250.0,0.8039263130039999,0.28280471579250865,-1.455931956,0.752526026,0.8568798440000001,0.930439595,1.06595298,0.8568798440000001
CO2.PSI.,250.0,0.29961528399599996,0.25036689867020345,-0.230992129,0.267171728,0.361727836,0.469822016,0.707570176,0.361727836
unfermentables,250.0,1.416143270384,0.28791399442636806,0.070960916,1.345813994,1.4869957585,1.56814301975,1.896085085,1.4869957585
kcalperc,250.0,1.7379198615999998,0.11116025320581396,0.955286362,1.6639683697499998,1.752121051,1.81681272575,1.978453886,1.752121051
X1.propanol,250.0,5.771132006484001,1.4127648584665835,-1.81781854,5.5418663345,6.013055587,6.392455729,7.441162091,6.013055587
X2.3.butanedione,241.0,2.7458238779128634,13.919441055697634,5.9e-08,0.07407538,0.284672385,0.754107966,121.7310182,0.284672385
X3.methylbutanal,243.0,1.1322146071872428,9.584960816691229,5.5e-09,0.0372698845,0.10845693,0.228754403,127.059107,0.10845693
propylene.glycol,250.0,3.6647691513119995,3.547773467458151,-1.81781854,-1.81781854,5.5421003695,6.214010097499999,7.479163406,5.5421003695
propyl.acetate,250.0,5.57724754114,1.9963448929265624,-1.81781854,5.607002243,6.179185682,6.4190162195,7.382127173,6.179185682
n.pentanol,250.0,7.926916956908,0.3916568523176224,5.699394702,7.7462543695,7.9816135955,8.17832991825,8.668641086,7.9816135955
X2.methyl.1.butanol,250.0,8.214132371892,0.3733044784614822,5.791555388,8.00964656375,8.180695186000001,8.43241420725,9.049596762,8.180695186000001
isopentyl.formate,250.0,8.17064945054,0.4217145102648871,5.248896163,7.9509698065,8.156034473,8.399837173,9.02388642,8.156034473
ethyl.isobutyrate,249.0,0.09880531241566264,0.1484029413623054,5e-10,0.008358978,0.042502772,0.126346227,0.885719554,0.042502772
X3.methyl.2.butenal,250.0,6.005473632848,0.3559355945170489,4.813145217,5.76821331925,6.001691723,6.2317957665,7.353395541,6.001691723
X2.methyltetrahydrofuran.3.one,250.0,51.28553673946799,796.632799973469,0.000297441,0.02464786175,0.052860077500000005,0.0979521145,12596.43287,0.052860077500000005
ethyl.butyrate,250.0,0.12720903036400003,0.2110678130796193,0.000205621,0.0447083235,0.0707352255,0.13112074750000002,1.883683746,0.0707352255
butyl.acetate,250.0,4.642059325856001,2.030127451554887,-1.81781854,4.40005821675,4.9185922795,5.585352824,8.0949975,4.9185922795
methylpyrazine,238.0,0.011657364836134453,0.07685100014928586,2.4e-08,3.2375e-05,0.0002934455,0.00284899675,0.896099334,0.0002934455
furfural,249.0,0.04093258577309237,0.1492945918895691,6.45e-08,0.003345239,0.008293811,0.027513425,1.818860513,0.008293811
ethyl.lactate,250.0,-0.3315512169079999,2.8279342968831203,-1.81781854,-1.81781854,-1.81781854,-1.81781854,6.76057924,-1.81781854
X3Z.hexenol,250.0,0.084683483008,0.3663518743070922,0.001319407,0.014626901250000001,0.024727412,0.040579385999999995,3.423350433,0.024727412
n.hexanol,250.0,0.5062035638679999,0.793544200964342,0.005802034,0.17978238224999998,0.316943891,0.56149448925,7.804921899,0.316943891
styrene,250.0,0.106855474436,0.293167894842454,0.000239015,0.01558993025,0.043134525,0.08878537825,2.931368836,0.043134525
X2.furanmethanol,250.0,6.593508531236,1.1608274471977895,-1.81781854,6.313698549,6.599847621,6.94097440775,9.62304446,6.599847621
X3.methyl.2.hexanol,250.0,7.748382263688,0.2847729544086426,7.022096616,7.5628802265,7.7524883535,7.95040585525,8.719027268,7.7524883535
X3.furanmethanol,250.0,6.725151730868,0.40649567447141305,6.010021132,6.430579658,6.6235674945,6.972180116500001,8.02024773,6.6235674945
X2.acetylfuran,250.0,5.142247227444,0.945410008617053,-1.81781854,4.86684599725,5.1887769095,5.6233560395,6.727171188,5.1887769095
X2.6.dimethyl.pyrazine,250.0,2.16907092604,3.139962680744499,-1.81781854,-1.81781854,4.021770769,4.79637008875,6.506732776,4.021770769
amyl.acetate,223.0,0.007771092286995515,0.010480662895395735,1e-09,0.00036784100000000004,0.002303161,0.013437146,0.074072754,0.002303161
ethyl.tiglate,250.0,4.737934694552,1.6221071853356168,-1.81781854,4.68768230575,5.079363249,5.40002311125,6.243452006,5.079363249
benzaldehyde,250.0,0.01890187392,0.05648208759761196,0.000286933,0.00213562525,0.0055813,0.015102695,0.487929493,0.0055813
X5.methylfurfural,250.0,0.001280905564,0.0031231133851995036,1.1e-05,0.00031504775,0.0005938804999999999,0.001122975,0.039860957,0.0005938804999999999
n.heptanol,250.0,5.923128800468,0.4061715103874121,4.838275282,5.681092389250001,5.9099121,6.15886253475,7.248115259,5.9099121
X1.octen.3.ol,250.0,5.1552532414879995,1.0726572402080683,-1.81781854,4.8494662025,5.240297667,5.6940096095,6.901417298,5.240297667
X3.methylthio.propanol,250.0,5.502840728671999,2.514420071301195,-1.81781854,6.11249588925,6.3245888535,6.51794063675,7.052450059,6.3245888535
isomaltol,250.0,4.8199091134800005,2.4608343025293014,-1.81781854,5.20247220025,5.5626975455,5.829818868249999,7.77098142,5.5626975455
X6.methyl.5.hepten.2.one,250.0,-0.731703914408,2.574484324071169,-1.81781854,-1.81781854,-1.81781854,-1.81781854,6.196559379,-1.81781854
X2.pentyl.furan,250.0,3.7448201361880002,2.6979320041845805,-1.81781854,4.592544304,4.933736489999999,5.18459541,5.961376371,4.933736489999999
ethyl.hex..3E..enoate,250.0,6.098235163764,0.3994254599819929,4.454240386,5.92522169075,6.130349213,6.3358588537500005,7.233225226,6.130349213
alpha.phellandrene,250.0,0.869807672964,3.017287772444941,-1.81781854,-1.81781854,-1.81781854,3.9906992289999996,5.879015322,-1.81781854
dehydroxy.cis.linalool.oxide,250.0,2.09715237334,3.4049399103204476,-1.81781854,-1.81781854,4.4155689515,4.8832173065,8.644817969,4.4155689515
hexyl.acetate,250.0,0.183996355108,0.783866335646965,0.000169398,0.030870007,0.055235849000000004,0.12660660275000002,10.80822273,0.055235849000000004
isopentyl.butanoate,250.0,2.966173821624,3.135884980588596,-1.81781854,-1.81781854,4.3558813354999995,5.119054136,8.207394693,4.3558813354999995
X2.ethyl.1.hexanol,250.0,3.468158599976,3.355063285710194,-1.81781854,-1.81781854,5.335261791500001,5.74654291775,7.033751614,5.335261791500001
beta.phellandrene,250.0,1.723240054732,3.1563500032139236,-1.81781854,-1.81781854,3.4344170825,4.46142831025,6.69656588,3.4344170825
limonene,250.0,-0.6210496460320001,2.846318160833776,-1.81781854,-1.81781854,-1.81781854,-1.81781854,8.321958479,-1.81781854
eucalyptol,250.0,1.013247101396,3.249563392261419,-1.81781854,-1.81781854,-1.81781854,4.4702452185,7.235643581,-1.81781854
benzyl.alcohol,250.0,0.013977985376000002,0.04023243391673223,2.85e-08,0.00049019275,0.0030283180000000003,0.0087067425,0.335620269,0.0030283180000000003
ethyl.hex..2E..enoate,250.0,3.1318047298239997,2.7251453553223866,-1.81781854,3.7419572645,4.4109803665,4.739751903249999,6.754247813,4.4109803665
phenylacetaldehyde,249.0,0.02309773426506024,0.041215672931797245,2.43e-07,0.004336571,0.010947757,0.029282119,0.36299261,0.010947757
X.E..beta.ocimene,250.0,0.036662808511999996,0.1241276956749333,0.000206056,0.0043836594999999996,0.0121020295,0.026730597499999998,1.518681466,0.0121020295
prenyl.isobutyrate,250.0,5.3038760174520005,1.0464034108098823,-1.81781854,4.91580605975,5.2671891845,5.68043032025,7.231632304,5.2671891845
ethyl.furoate,250.0,3.3065132480279997,2.7070416893447016,-1.81781854,3.56031279475,4.360021168499999,4.8857062862500005,6.499622228,4.360021168499999
ortho.cresol,250.0,5.280152034383999,0.7752088610741888,-1.81781854,5.08041430925,5.3117165105,5.5692457085,7.095126241,5.3117165105
ethyl.5.methylhexanoate,250.0,5.4691664832599995,0.7968836727247447,-1.81781854,5.2628724295,5.583452842,5.793550209,6.828449689,5.583452842
X2.acetylpyrrole,250.0,5.623685794232,0.9496813904408462,-1.81781854,5.430966593,5.7282221755,6.031557418,7.042944332,5.7282221755
isoamyl.lactate,250.0,4.916333201796,2.03407661074993,-1.81781854,4.9184541085,5.309433578,5.83629039825,7.413283913,5.309433578
n.octanol,250.0,6.899442151724001,0.45932609221282944,4.757804822,6.6853432305,6.9593881815,7.19644193,7.798774544,6.9593881815
cis.linalool.oxide,250.0,1.670471839792,3.4029967306437032,-1.81781854,-1.81781854,3.5432336505,4.9308294905,6.756957047,3.5432336505
meta.cymenene,250.0,-0.367891458188,2.716869442009536,-1.81781854,-1.81781854,-1.81781854,-1.81781854,6.194849661,-1.81781854
terpinolene,250.0,6.247479728868,0.797930116374951,4.017764507,5.68022716125,6.132047468,6.748774677,8.756310825,6.132047468
linalool,250.0,2.024999241596,4.506941491719089,0.013179154,0.12460550225,0.370611218,1.2359060225,32.48474769,0.370611218
nonan.2.ol,250.0,6.241100946463999,0.45939715712313856,4.51232489,5.98039621875,6.3030656325,6.532012635,7.389021494,6.3030656325
n.nonanal,250.0,2.2910548828320003,3.424229821878583,-1.81781854,-1.81781854,4.3289580255,4.971850504,7.257586624,4.3289580255
X2.methyl.benzofuran,250.0,4.3274652445360005,2.2140743442055824,-1.81781854,4.168731918500001,4.780585353,5.49057564575,7.464135669,4.780585353
heptyl.acetate,250.0,3.647718597184,2.871616361910757,-1.81781854,3.87007866225,4.95378101,5.4884187537499995,6.869827866,4.95378101
X4.methyl.1.pentanol,250.0,5.74833640698,1.0205528487996378,-1.81781854,5.66707318025,5.8972450185,6.07121677875,6.885881615,5.8972450185
neo.allo.ocimene,250.0,3.608202435356,3.173511234695516,-1.81781854,-0.17635348149999985,5.297782938499999,5.52338456575,8.086688944,5.297782938499999
x.methyl.1.octanol,250.0,5.3125596100040005,2.198537286782108,-1.81781854,5.670529794,6.0161723525,6.1966631977499995,7.1776631,6.0161723525
trans.dihydro.beta.terpineol,250.0,2.269996349908,2.935836502648935,-1.81781854,-1.81781854,4.0541071545,4.4193636995,5.800840571,4.0541071545
cis.beta.terpineol,250.0,0.8255882612519999,3.5588765734466494,-1.81781854,-1.81781854,-1.81781854,5.0910988925,8.308991501,-1.81781854
y.methyl.1.octanol,250.0,0.8453938441840001,3.33347290408604,-1.81781854,-1.81781854,-1.81781854,4.79418226475,6.292889237,-1.81781854
camphor,250.0,3.991508600536,2.8412748179000036,-1.81781854,4.18350201925,4.738032286999999,5.34929922525,8.062584988,4.738032286999999
isobutyl.hexanoate,250.0,4.793463919175999,1.1162805692654496,-1.81781854,4.66657574975,4.905811241,5.189886899,6.124007833,4.905811241
nerol.oxide,250.0,4.5351087762999995,1.4616991255525538,-1.81781854,4.4212891065,4.7498860794999995,5.11299640025,6.365693032,4.7498860794999995
X.E..2.nonenal,250.0,0.17860145624,1.2381510978271695,6.14e-05,0.00388293575,0.0119800865,0.027564899,14.9100917,0.0119800865
cis.dihydro.beta.terpineol,250.0,-0.53521831718,2.675358685602276,-1.81781854,-1.81781854,-1.81781854,-1.81781854,5.942235074,-1.81781854
X4.ethyl.phenol,250.0,4.910479699924,1.842735835331677,-1.81781854,4.230383142,4.774686267,5.92488085175,8.301198549,4.774686267
isoborneol,250.0,5.7300215698359995,0.5833282627425466,4.297495721,5.30558880325,5.6853444815,6.14978632225,7.139664237,5.6853444815
ethyl.benzoate,250.0,6.18524919306,0.6493517073215994,3.698708271,5.86986918675,6.196797419,6.4720968692500005,8.422288664,6.196797419
n.nonanol,250.0,5.759887090324,1.3509584803812864,-1.81781854,5.74410765625,5.987753109,6.231511138,7.194401184,5.987753109
terpinen.4.ol,250.0,5.4233103428,1.219484113924412,-1.81781854,4.94229914175,5.448401970000001,6.106533165,7.69077521,5.448401970000001
diethyl.succinate,250.0,0.211997148336,0.27280800311343023,0.001359126,0.03565981725,0.09240477899999999,0.270928188,1.279587673,0.09240477899999999
vinyl.caprylate,250.0,5.323648106056,1.3021327589443277,-1.81781854,5.046645810999999,5.4825839665,5.88256837975,7.129236688,5.4825839665
X1.alpha.terpineol,250.0,0.717983539996,1.036087955382455,0.019008189,0.200650565,0.4026859385,0.8286150864999999,10.78934238,0.4026859385
ethyl..E..linalool,250.0,6.212137253643999,0.7372696467492185,-1.81781854,5.8988978905,6.1996428875,6.5432590059999995,7.988744854,6.1996428875
ethyl.nicotinate,248.0,0.03106959151612903,0.045995233820702315,2.4e-07,0.00342771825,0.011121075000000001,0.044291162499999995,0.305614725,0.011121075000000001
citronellol,250.0,0.5783054972760001,1.1363115168080349,0.006587682,0.10244536375,0.215332454,0.5445693807499999,11.74178698,0.215332454
nerol,250.0,4.851195184988,1.2489258232515204,-1.81781854,4.56414036325,4.9601092495,5.4370862465,7.301212808,4.9601092495
hydroxy.methyl.furfural,250.0,5.099916468876,0.7507835762918104,-1.81781854,4.636729534,5.111294853,5.43722968325,6.734525607,5.111294853
E.ocimenone,250.0,4.741318023496,0.7329260890347025,-1.81781854,4.5983837885,4.838102605,5.030480892,6.158246118,4.838102605
cumin.aldehyde,250.0,4.072490658632,0.9698145401332992,-1.81781854,3.86991624075,4.162611911,4.443103801,5.964922169,4.162611911
ethyl.phenylacetate,250.0,6.436890892511999,0.7216630318855768,-1.81781854,6.22299814725,6.4280302065,6.7185797885,7.603322468,6.4280302065
isopentyl.hexanoate,250.0,4.317019006523999,2.4147370377082176,-1.81781854,4.40540324125,5.079444643,5.614821775249999,6.901244614,5.079444643
geraniol,250.0,0.27734850798000005,0.37626187353937,6.3e-06,0.03420069875,0.137917771,0.33687142950000004,2.225405554,0.137917771
beta.cyclohomocitral,250.0,6.310284573812,1.292942231522795,-1.81781854,6.16564739425,6.6736206165,6.827046931,7.293785229,6.6736206165
E.cinnamaldehyde,250.0,3.9527572165120004,2.810113874799717,-1.81781854,4.15761495875,4.88927259,5.5193813215,7.458884056,4.88927259
n.decanol,250.0,6.72343910942,1.3774728547428219,-1.81781854,6.773771137,6.9487142315,7.082214166,8.054363595,6.9487142315
neryl.formate,250.0,3.807456618988,2.9646360973832993,-1.81781854,3.6957364247499997,4.628945695500001,5.6518925845,7.478981811,4.628945695500001
X4.ethyl.guaiacol,250.0,5.42774242416,1.7474879233393301,-1.81781854,4.38089748275,5.069565364000001,6.2107105865,9.105451598,5.069565364000001
X2.undecanone,250.0,3.2938314479320008,2.921424499189605,-1.81781854,3.80292776225,4.6800122015,5.00865413875,6.989762528,4.6800122015
trans.dihydro.alpha.terpinyl.acetate,250.0,5.5320878783,0.706376454237697,3.383275314,5.08638036275,5.5905991695,6.0262013969999995,7.115462826,5.5905991695
terpinen.4.ol.acetate,250.0,3.732819666888,1.9784147630781548,-1.81781854,3.59205685325,4.252185088499999,4.792445149,6.329537716,4.252185088499999
X2.undecanol,250.0,4.763013012268,2.085469197379404,-1.81781854,4.759322974,5.2695499455,5.754481694,7.192732656,5.2695499455
delta.terpinyl.acetate,250.0,5.479538615871999,1.2876120491464667,-1.81781854,5.203726555499999,5.5913708655,6.1280146935,7.170804613,5.5913708655
X.E.E..2.4.decadienal,250.0,0.005530879792,0.020251878501588303,4e-08,0.00014395250000000001,0.0007621255,0.002739849,0.164755801,0.0007621255
methyl.geranate,250.0,5.315252434504,1.625451135937834,-1.81781854,4.87304040075,5.5631202355,6.06805309375,8.472583795,5.5631202355
car.3.en.2.one,250.0,4.324181554936,1.3122641567170445,-1.81781854,4.04306164475,4.533357936,4.968878866500001,5.874246817,4.533357936
dimethoxy..E..citral,250.0,2.954203832344,2.8711000744792186,-1.81781854,-1.81781854,4.3727406165,4.7712714685,6.051629393,4.3727406165
X2.butyloctanoate,250.0,4.866393528263999,2.830736034160076,-1.81781854,4.846254282,5.7529548155,6.4737816885,8.371862183,5.7529548155
X4.methoxysalicylaldehyde,250.0,3.6166639210479996,1.2988093772071936,-1.81781854,3.4348399445,3.792440495,4.24101579175,5.386392879,3.792440495
ethyl.hydrocinnamate,250.0,5.571652049348,0.9790610166307535,-1.81781854,5.3753935815,5.6457366655,6.0176379155,7.41694431,5.6457366655
eugenol,250.0,0.061217705607999995,0.30245897932710986,3.86e-05,0.00088826775,0.001476167,0.0029210305,3.567575906,0.001476167
gamma.nonalactone,250.0,73.13853313209201,548.0202421660678,0.000229679,0.276959341,0.42629712649999996,0.784030321,7256.135876,0.42629712649999996
methyl.para.anisate,250.0,4.974709287832,2.270864122659442,-1.81781854,4.7611206475,5.579184633000001,6.217575013749999,7.627316931,5.579184633000001
X.E..beta.damascenone,250.0,26.533725303856006,378.889066926596,0.004363221,0.37570024075,0.5693557535,0.8610311625,5991.012523,0.5693557535
ethyl..9..decenoate,250.0,7.042687368528001,1.3832704060203647,-1.81781854,6.83041762525,7.260438369999999,7.574787822499999,8.744308855,7.260438369999999
vanillin,250.0,3.746611959584,1.8711058036251367,-1.81781854,3.58658571375,4.080598456000001,4.745102384,6.9043886,4.080598456000001
geosmin,250.0,0.895840341224,3.0281002655807336,-1.81781854,-1.81781854,-1.81781854,4.1038713715,6.521321909,-1.81781854
dodecanal,250.0,4.545091153908,1.7871781696384041,-1.81781854,4.529038469750001,4.9664761845,5.3120999085000005,6.802592365,4.9664761845
X4.8.alpha.epoxy.caryophyllane,250.0,2.6676748998760003,2.779668003590934,-1.81781854,-1.81781854,4.1242069185000005,4.47249217375,6.150409828,4.1242069185000005
E.caryophyllene,250.0,0.336101578852,2.747508804993754,1.64e-05,0.00042669675,0.00098463,0.00308415825,40.92665991,0.00098463
X.E..alpha.ionone,250.0,3.715995583936,1.2379155098937893,-1.81781854,3.311788948,3.638162113,4.1021299005,8.47036121,3.638162113
