tasting_category_fine,ethyl_acetate,H2S,isobutyl_acetate,pH,protein.g.L.,bitterness,kcalperc,X3.methylbutanal,ethyl.butyrate,ethyl.lactate,X3.methyl.2.hexanol,X2.pentyl.furan,X2.3.dihydro.farnesol,limonene,eucalyptol,cis.linalool.oxide,trans.dihydro.beta.terpineol,cis.beta.terpineol,isoborneol,cumin.aldehyde,eugenol,E.caryophyllene,linalool.isovalerate,Z.nerolidol,alpha.eudesmol,tau.muurolol,ambroxide,manool,styrene,overall
0,-0.599349782,0.646678137,-3.265600257,0.624797579,0.995635195,0.54344718,1.528131048,0.0,0.000205621,-1.81781854,8.327708883,5.633351441,-1.81781854,7.525391256,5.741261636,6.089594992,4.226093497,6.996859911,6.704602688,5.817634755,0.001417299,0.002168421,4.724113198,0.000855176,-1.81781854,-1.81781854,3.806820131,5.721204203,0.000279824,-0.46785231
0,-0.507253576,0.284789302,-3.265600257,0.627365857,0.911157609,1.392283561,1.573056951,0.002255568,0.000489059,-1.81781854,8.719027268,5.047435558,3.994792598,-1.81781854,-1.81781854,4.847781862,4.254682787,-1.81781854,5.663335872,4.442513734,0.000177669,9.15e-05,3.990793639,0.000911951,5.83727912,5.766721243,3.968726432,5.810500871,0.001966321,-0.994805689
0,-0.134514038,-1.586071886,-3.265600257,0.63447727,0.792391689,1.121198603,1.51271714,0.001885006,0.000506055,-1.81781854,8.620787483,5.297171627,4.879504369,-1.81781854,-1.81781854,3.738782029,4.061893066,-1.81781854,5.637395457,4.730831013,0.000175396,0.000691357,-1.81781854,0.001936827,5.975323373,5.756975552,4.095296446,5.585528603,0.000561774,-1.528543899
0,-0.233873554,0.401395371,-3.265600257,0.657533888,0.802773725,1.326233421,1.51516396,0.00123903,0.000361981,-1.81781854,8.600933697,5.818193417,3.368209592,-1.81781854,-1.81781854,4.32575029,4.221366479,-1.81781854,5.807362777,4.486404386,0.000123916,0.000174427,3.888329552,0.000590342,3.720947014,5.540785695,3.786948371,5.204582653,0.000518496,-0.934138161
0,0.207751474,1.11354111,-2.872895202,0.630050882,0.139096337,0.154271776,0.955286362,0.006766748,0.017897975,-1.81781854,8.532116964,5.167518129,5.519664399,-1.81781854,4.202031244,-1.81781854,4.68300148,-1.81781854,5.669797728,4.439884455,3.86e-05,8.06e-05,4.419123984,0.001345805,-1.81781854,5.62043492,4.657489459,6.515499379,0.003196712,-1.735964657
1,0.659248089,-1.586071886,-3.265600257,0.593286067,1.399673721,0.918030337,1.77751563,0.033458131,0.014363279,-1.81781854,8.16350444,4.765267049,5.59165313,-1.81781854,4.853810869,5.725193054,4.332018443,-1.81781854,5.848253792,5.178405167,0.188861713,5.394685936,4.09346881,0.042715627,4.781491149,5.525074725,4.192151023,5.908192286,0.023242407,-0.800697501
2,1.577114673,1.087062321,-0.447447368,0.63447727,1.079181246,1.061866972,1.783516899,0.183261611,0.056606662,-1.81781854,7.847041256,5.349732972,5.546056203,-1.81781854,-1.81781854,4.420719941,4.594370975,-1.81781854,5.125015839,3.908562896,0.000984401,0.000486423,4.871912136,0.005552412,-1.81781854,4.516660434,4.026356069,5.923461355,0.239221515,-0.259323556
1,0.46560812,0.662232584,-3.265600257,0.57634135,1.36078269,0.979502849,1.747799936,0.02709936,0.012685589,5.913213605,8.269164562,5.117896914,-1.81781854,-1.81781854,5.039913804,6.153598438,4.096601712,-1.81781854,6.293992495,4.898262332,0.010852541,0.017168046,7.027415089,0.002258676,-1.81781854,5.712377605,4.333710069,5.858581848,0.014425674,-0.250889603
3,0.949666111,0.856218793,-2.031517051,0.62324929,0.525044807,1.113425231,1.504498048,0.035419732,0.028762618,-1.81781854,8.111843058,5.185612824,5.68830708,-1.81781854,4.306985185,-1.81781854,4.50850469,-1.81781854,5.493119438,4.274967826,0.000330681,0.000272775,4.205292261,0.001805335,5.048597761,5.785502391,4.409765137,5.88962727,0.001159386,0.230788319
1,0.786459666,0.662037344,-2.57105571,0.584896344,1.33243846,0.691656043,1.7570926,0.024003576,0.014473665,-1.81781854,8.194455158,5.041369802,4.934105105,-1.81781854,-1.81781854,5.400656888,4.707812188,6.416645095,6.737645165,4.60648351,0.001934745,0.004144992,7.595991289,0.012129481,-1.81781854,5.410889414,4.73293403,6.081143952,0.065728506,-0.677687018
0,0.936354371,0.632350983,-1.680789806,0.633468456,0.812913357,1.278021541,1.536100045,0.030280662,0.007581076,4.041134217,7.92684191,5.029272719,4.924987942,-1.81781854,-1.81781854,-1.81781854,-1.81781854,-1.81781854,5.24934529,4.396262785,0.000277699,0.000188888,-1.81781854,0.003128205,3.952116082,5.051021982,3.793947041,5.290161781,0.000239015,-0.819544996
0,1.071283152,-1.586071886,-1.35753548,0.62324929,0.556302501,1.26853117,1.526461341,0.214225774,0.010704542,-1.81781854,7.886038482,-1.81781854,4.831557018,-1.81781854,-1.81781854,-1.81781854,-1.81781854,-1.81781854,5.144937061,4.100252206,0.00059475,0.000278086,3.793616675,0.005056541,5.210822479,5.27829316,3.764605826,5.041979983,0.000544826,-0.887407558
4,0.971618138,-1.586071886,-1.986952004,0.583198774,1.1430148,1.09730938,1.598945162,0.12753144,0.012186719,5.57399639,8.278617354,-1.81781854,5.113785006,-1.81781854,-1.81781854,-1.81781854,4.381559501,-1.81781854,5.127741806,4.049821242,0.000601167,0.002091946,4.610156222,0.014659224,-1.81781854,-1.81781854,4.309267664,5.206163933,0.030371201,0.539157953
1,0.784718901,0.645270436,-2.304518324,0.592176757,1.377488383,0.584161545,1.633893755,0.000965121,0.116849818,-1.81781854,7.675668591,4.765602556,4.2995217,6.021108817,6.056113021,6.003991584,3.589299351,5.324968518,5.616249478,5.006950812,0.023112563,0.317952842,4.734929152,0.00786899,-1.81781854,5.369009517,4.181888961,5.562234426,0.100923836,-1.020328521
1,0.892526177,0.602107761,-2.779891912,0.574031268,1.326335861,0.425860145,1.760453999,0.009342736,0.025531939,-1.81781854,8.323954163,5.423876877,6.412241978,6.378626307,4.945584243,6.039506793,4.861557581,6.995798442,6.429946059,4.903821995,0.003876435,0.038565927,6.912743309,0.003318266,-1.81781854,5.357635534,4.8201848,5.954730061,0.059544107,-0.151732141
1,0.953613292,-1.586071886,-2.964570262,0.598790507,1.439332694,0.840858554,1.771223285,0.027194312,0.153312342,4.766203549,8.203483748,4.729828169,4.595087022,6.346250575,6.619933103,6.033372683,5.119937234,7.471587833,6.720313878,5.340808074,0.0051709,0.001411442,3.780403828,0.007333222,-1.81781854,5.097521256,4.566237151,5.791903569,0.07331886,-0.259741073
5,1.195376663,0.864105966,-1.810509686,0.595496222,1.138302698,0.640878779,1.809566717,0.067938347,0.031664223,5.59912198,8.091708374,4.909149334,5.613401153,-1.81781854,5.000538229,-1.81781854,3.626109279,5.730733169,5.513798751,4.423240903,0.05822463,0.007846734,4.416706115,0.003004181,4.270068123,-1.81781854,4.199509544,5.974389603,0.095303238,-0.215437592
6,1.161103901,0.7679858,-1.342513892,0.617000341,0.568201724,1.230678781,1.576469661,0.040389746,0.05761753,-1.81781854,7.959953286,5.054001839,5.258479234,-1.81781854,-1.81781854,4.020893803,4.540515209,-1.81781854,5.647879291,4.194728226,0.000446027,0.000120453,3.676382723,0.00221041,6.336592806,5.55323719,4.168491401,5.424950695,0.133716763,-0.579597186
7,1.052083809,0.328670055,-1.391099736,0.609594409,0.62324929,0.342817315,1.620563005,0.032441907,0.083380259,-1.81781854,7.816895658,4.948662127,4.986669391,6.901354039,4.973656905,6.710274147,5.03106173,6.329079775,6.847566197,4.428356478,0.000748844,0.000298418,4.604826135,0.004704733,4.462773478,4.936876664,4.1940788,4.894820145,0.01579409,-0.201182104
3,1.150575779,0.869207363,-1.185752404,0.605305046,0.469822016,1.269477919,1.626763778,0.049776681,0.026427642,-1.81781854,8.130806816,4.981797879,5.18167853,-1.81781854,-1.81781854,-1.81781854,4.534601707,5.159753238,5.190443128,4.591709188,0.000307278,9.97e-05,4.85021685,0.000982968,4.567647913,5.646563234,4.242589492,5.495427108,0.000465015,-1.427364546
8,1.092143716,0.30024321,-1.039909932,0.649334859,1.221414238,1.637319581,1.676470096,0.974746458,0.020005308,-1.81781854,7.694242844,-1.81781854,5.565811839,-1.81781854,-1.81781854,4.662612666,4.370349753,-1.81781854,6.574836126,3.795605766,0.00414829,0.02665103,4.655302154,0.025435157,4.346512793,5.794096556,4.187960863,5.719185118,0.002389838,-0.244101972
6,1.19290099,1.028448836,-1.26744542,0.618048097,0.612783857,1.210479043,1.573518266,0.049079688,0.019565354,-1.81781854,7.808247021,5.004968798,5.535424761,-1.81781854,5.35935741,5.903660773,-1.81781854,5.01426573,6.595722755,3.968459568,0.003522031,0.000199347,4.9015075,0.007405375,5.58384372,5.772493569,4.341975164,4.740463357,0.029471463,0.166066888
3,1.035105998,1.173714533,-1.736956017,0.612770086,0.594588105,1.237983339,1.632457463,0.036322806,0.047475996,-1.81781854,8.054799074,5.185152156,4.212444999,-1.81781854,4.252069095,-1.81781854,4.364213232,5.302161357,5.454278226,3.612441079,0.000162306,0.000247784,4.764516185,0.003885019,5.163738287,5.650237735,4.705867731,5.90326779,0.001018363,-0.01382083
3,1.025314879,0.868722886,-1.737905035,0.612783857,0.653212514,1.455134293,1.493284577,0.192219611,0.011345058,-1.81781854,7.999289732,-1.81781854,4.656372066,-1.81781854,-1.81781854,-1.81781854,4.342057099,4.763270365,5.557375338,4.001048985,0.00096728,0.005977268,4.563783955,0.001324502,-1.81781854,4.986137485,3.834153784,6.176793714,0.000420033,-0.707959951
3,1.025313134,0.946844983,-2.043143523,0.61348646,0.64152601,1.319263246,1.612715782,0.01026812,0.043591613,4.750482137,8.133037809,5.297636351,5.727568225,-1.81781854,4.204704781,-1.81781854,4.298815821,4.948063596,5.005752238,4.186363801,0.000380224,0.000126308,4.697549223,0.004545954,-1.81781854,5.473516566,4.752130707,5.772024111,0.000832887,-0.847479607
7,0.837320709,0.923314495,-1.889241991,0.610660163,0.579783597,0.379305518,1.442553844,0.0,0.046636233,-1.81781854,7.637584104,5.165705278,4.353661073,6.788066262,5.420790771,6.756957047,-1.81781854,6.211305503,6.790432728,4.381440542,0.001585837,0.001475686,5.141602557,0.004163116,4.947522232,5.518409045,4.431246156,5.722109525,0.013342115,-1.375542697
4,1.402513802,0.815262206,-1.036094174,0.591064607,1.004321374,0.667312835,1.651055769,0.10998154,0.025050002,-1.81781854,8.05597513,5.064909121,5.379485532,-1.81781854,4.699335755,4.834273157,4.55634314,-1.81781854,6.218495259,4.238997009,0.000888246,0.189947086,5.217985222,0.009222321,4.749041866,-1.81781854,4.77976334,6.030258094,0.032017794,0.200307573
7,1.252160155,1.110774162,-1.327255802,0.605305046,0.672097858,0.338456494,1.636678423,0.069730366,0.090335313,-1.81781854,7.785760322,5.364499178,5.755032215,-1.81781854,-1.81781854,4.330141374,4.414951358,-1.81781854,5.720439821,4.284345158,0.000635814,0.000315688,3.813991186,0.009019377,6.402367274,5.613943692,4.212641013,5.061302589,0.093379153,0.806182051
7,1.362286206,0.228674914,-0.906981275,0.612783857,0.62324929,0.732996528,1.61805448,0.130355833,0.042687345,-1.81781854,7.938222716,4.929216702,4.586489513,6.31444477,5.069644174,5.466749819,-1.81781854,-1.81781854,6.496217071,5.336992695,0.001096562,0.000235083,5.038276166,0.001190065,5.01948621,4.859892982,-1.81781854,5.608379325,0.000312203,0.083811052
9,1.236625673,0.988105699,-0.978583273,0.60792338,0.657280595,1.069760569,1.627432333,0.613558704,0.025907593,-1.81781854,7.807882578,-1.81781854,4.549945226,-1.81781854,-1.81781854,-1.81781854,4.299357181,-1.81781854,5.414814926,4.78541446,0.001524383,0.000651378,4.706021848,0.003918332,4.417796779,5.536463655,3.51111814,5.988152646,0.005419225,-0.075903585
10,1.120997162,0.746150212,-3.265600257,0.617524535,0.720159303,1.528492478,1.655565601,0.280895853,0.016592658,-1.81781854,7.861314365,4.892651966,5.555747849,-1.81781854,4.525963826,4.462066657,3.990395616,-1.81781854,6.136715228,4.02117084,0.001199488,0.000713031,4.558283312,0.019817092,7.942127394,5.483031416,4.417964655,4.822452028,0.305786066,0.107064974
0,0.630000999,-0.011844759,-3.265600257,0.615423953,0.767155866,1.30147492,1.550061944,0.001610206,0.193594658,-1.81781854,7.844880914,4.962892537,-1.81781854,-1.81781854,-1.81781854,4.281471326,4.087073276,5.094710868,4.718451716,4.231975401,0.000603355,1.64e-05,4.874606349,0.001247902,-1.81781854,-1.81781854,4.282120656,5.399916389,0.003172118,-0.140586507
11,1.438731372,0.701865327,-1.84924356,0.572871602,1.25163822,0.774261423,1.730549567,0.03700416,0.035071598,6.549148504,8.003077503,5.229561393,4.71033806,-1.81781854,4.062196289,6.085354128,3.908007814,-1.81781854,6.140635989,3.923787937,0.001341393,0.004767424,5.018873987,0.005831137,4.125265695,5.478240711,5.079521621,5.937814531,0.087382171,-0.430328956
4,1.576728472,0.93866805,-1.44315497,0.600972896,1.027349608,0.938369597,1.63405577,0.0,0.042379568,-1.81781854,7.595836237,4.924231428,4.808589311,-1.81781854,-1.81781854,5.674321697,3.998105512,-1.81781854,6.061926374,4.11923295,0.001930344,0.000652271,4.991726382,0.007327036,5.697733534,5.627468748,4.458853879,5.380294003,0.006578747,-0.182047078
7,1.251064135,0.890452318,-1.277283833,0.62324929,0.462397998,1.194111774,1.565282041,0.024179542,0.02636037,5.058783736,7.953593125,4.906312594,5.262246703,6.256118769,4.794487306,6.46623428,-1.81781854,-1.81781854,6.748759927,4.18034907,0.000279479,0.000124594,5.000304925,0.001802358,5.607376298,5.686586171,4.729972243,5.835365567,0.006623041,-0.765154598
12,1.4449861,1.694089969,-1.172501492,0.612253906,0.792391689,1.041708421,1.773948398,0.075512363,0.054666615,4.155377671,8.084483973,-1.81781854,6.493343197,-1.81781854,-1.81781854,-1.81781854,-1.81781854,-1.81781854,5.135853401,4.765381613,0.001822864,0.002104838,4.115077865,0.006150012,-1.81781854,-1.81781854,4.318772271,6.25965399,0.049953693,1.34564954
3,0.92744197,0.790470245,-1.733180545,0.612783857,0.505149978,1.355681346,1.572901444,0.018777826,0.048586347,-1.81781854,7.943177545,5.19778295,4.84536726,-1.81781854,4.301379748,4.130983629,3.943170351,-1.81781854,5.997164603,4.065313298,0.00056303,0.000128991,4.362100771,0.001899568,4.296356327,5.558062971,4.038887938,5.383618304,0.003703519,-0.735932766
13,1.407531539,0.816160401,-0.966918185,0.636487896,0.826074803,1.615402896,1.647166307,0.236237761,0.024230421,-1.81781854,7.752161929,-1.81781854,5.30108848,-1.81781854,4.649730908,-1.81781854,-1.81781854,4.951788172,5.875305944,4.164895323,0.001798542,0.001989607,-1.81781854,0.005307192,-1.81781854,5.826908716,3.579152575,5.148465345,0.000678355,0.244958561
14,1.441005529,0.817429838,-1.089322245,0.627365857,1.06069784,1.370411304,1.775988516,0.039228341,0.049508578,-1.81781854,7.790589994,5.002854104,5.119657218,-1.81781854,-1.81781854,-1.81781854,-1.81781854,5.609079754,4.912866208,4.017687968,0.000797076,0.000372149,-1.81781854,0.008632228,-1.81781854,-1.81781854,-1.81781854,4.617217743,0.000825348,0.138705299
15,1.581439042,1.063105454,-1.548213564,0.593235655,0.993414185,0.383725626,1.67318429,0.022646195,0.040666526,3.916256615,7.999901946,4.976240462,4.713239039,-1.81781854,4.806474901,4.49162115,4.338294154,-1.81781854,5.048925465,4.53955887,0.000474569,0.000952323,4.823085251,0.004348797,4.623521656,4.799937016,4.204100686,5.813865303,0.008045641,0.470427312
11,1.35490884,0.657188799,-1.952141273,0.581494542,1.25163822,0.575764981,1.586636582,0.190440867,0.024540541,-1.81781854,8.186124735,4.320654833,4.768920772,-1.81781854,-1.81781854,3.975196844,-1.81781854,-1.81781854,5.395328318,4.066327915,0.000247979,0.003810924,4.98194797,0.054517472,5.94914919,-1.81781854,3.923805345,4.6460713,0.073549476,-0.500940297
3,1.051041908,0.96060894,-1.895683635,0.62324929,0.633468456,1.263458528,1.601438125,0.069547846,0.047356197,5.012311957,8.103636529,5.421100725,5.220376432,-1.81781854,4.306046008,-1.81781854,4.099726522,5.02353705,5.00498679,4.036277336,0.00040732,0.000206144,4.798315811,0.005102276,4.173683057,5.25046241,4.600026408,5.98643097,0.000910794,0.09235974
13,1.202471833,1.1478704,-1.447027763,0.603150329,0.663552053,1.474420247,1.626941799,0.002625571,0.053131421,4.879901713,7.818477822,5.084516466,3.974374824,-1.81781854,4.273765883,3.60812865,3.859710201,-1.81781854,5.620217775,4.168312137,0.000888333,0.000186702,4.82803177,0.002073416,6.372078748,5.494962308,4.085338493,5.408372813,0.020142598,-0.090234321
2,1.3901815,0.824348784,-0.718637058,0.63748973,0.951823035,1.199549497,1.707046578,0.226351776,0.03423845,-1.81781854,7.805224894,5.645960312,5.283129441,-1.81781854,4.664400875,5.173218217,4.480615793,-1.81781854,5.929943658,3.922488981,0.000824037,0.008743262,4.737143989,0.01088906,7.547612008,5.95353689,4.17884509,4.947918693,0.05618465,-0.175458666
6,1.142983086,1.194214395,-1.094285052,0.622731965,0.822821645,1.194611458,1.692106093,0.176236044,0.035239279,-1.81781854,7.951624163,5.698502824,5.358990807,-1.81781854,4.234664208,4.550921837,3.814331042,-1.81781854,5.904629438,3.982574621,0.000991809,0.000504891,5.00546265,0.000967621,7.581403694,6.000594057,4.128509738,6.078004518,0.000661991,-1.165521135
16,1.450932046,0.595545821,-0.951461093,0.61436984,0.838849091,1.229297794,1.720105861,0.23115703,0.116962866,-1.81781854,7.776244324,5.008100821,5.696734471,-1.81781854,4.213279381,4.025027404,4.765158579,-1.81781854,5.686809681,4.037588347,0.000509712,0.000256027,4.279047621,0.012462146,5.392293204,6.070424274,4.364377694,5.815740077,0.009397199,-0.162806795
17,1.100355207,0.718042655,-2.289459552,0.572290606,1.329397879,0.819412311,1.833988101,0.031635739,0.012589776,-1.81781854,8.174117557,4.703358315,5.021746427,-1.81781854,4.424770916,5.622108435,4.493962933,-1.81781854,6.569094507,4.755686301,0.002420382,0.004683348,4.944682463,0.023609208,-1.81781854,5.538139195,5.104236309,5.696999213,0.112016418,0.426978268
9,1.477257602,1.051392959,-1.057669448,0.622214023,0.785329835,1.273564447,1.58759727,0.10845693,0.188029889,-1.81781854,7.480190132,-1.81781854,4.686209425,-1.81781854,-1.81781854,-1.81781854,4.043164879,-1.81781854,5.424625454,3.867702364,0.429820113,0.683322964,4.729381607,1.466963224,-1.81781854,5.181093105,3.514879436,6.032316237,2.580542956,0.034297248
7,1.381381354,0.664178528,-1.449710483,0.621176282,0.752048448,0.735958002,1.65474196,0.275700339,0.015807465,-1.81781854,7.734645359,-1.81781854,5.233724524,-1.81781854,-1.81781854,-1.81781854,-1.81781854,6.376199602,6.361944685,4.603506801,0.008018232,0.000523362,4.617496248,0.013053503,-1.81781854,5.095238099,3.960890615,5.355233685,0.009155359,0.022813229
5,1.262916461,0.928386378,-1.752886358,0.592176757,0.973127854,0.998455511,1.631297271,0.067988962,0.027219106,-1.81781854,7.958163598,5.120917656,4.003514552,-1.81781854,-1.81781854,5.059068116,4.387253028,-1.81781854,5.907141274,4.633721675,0.351919725,0.001379331,4.820099917,0.064683136,5.598646575,-1.81781854,4.456801315,5.894275562,0.035727546,0.749406902
6,1.382138304,0.72302568,-1.275683161,0.624282096,0.633468456,1.483936589,1.676224364,0.006894969,1.810620986,-1.81781854,8.025469714,5.481887044,5.734582353,-1.81781854,-1.81781854,5.155594841,4.281995343,-1.81781854,6.113531974,4.59402788,0.439490699,5.770452958,-1.81781854,2.226385961,5.77981754,6.125980495,5.1394575,6.031701725,1.087656697,0.336849456
3,0.919784946,0.747334887,-1.88008459,0.612783857,0.602059991,1.429081754,1.617447466,0.015965369,0.049924415,-1.81781854,7.944476177,5.134984418,4.499833755,-1.81781854,-1.81781854,-1.81781854,-1.81781854,-1.81781854,5.292886252,4.123830265,0.000552609,0.000149766,4.353097554,0.000692896,-1.81781854,5.048159143,3.737153414,4.696252422,0.000755345,-1.0450514
13,1.251378783,0.569108687,-1.383892243,0.619615006,0.819543936,1.627135333,1.624300251,0.066244191,0.029046682,-1.81781854,7.75639115,-1.81781854,4.638465519,-1.81781854,4.601992677,-1.81781854,4.283257818,-1.81781854,6.404141472,4.188624481,0.000741223,0.000157582,4.208651374,0.022562754,-1.81781854,5.522698632,-1.81781854,4.392936388,0.007425305,-0.101667942
9,1.700081764,1.266548127,-1.05527064,0.622214023,0.889301703,1.349598029,1.817927065,3.16e-05,0.063154045,-1.81781854,7.231465306,4.985539294,5.672676836,-1.81781854,4.010777145,-1.81781854,-1.81781854,-1.81781854,5.471842816,3.845177886,0.001479953,0.000318534,4.597265831,0.003905122,4.501550445,5.543110133,3.655449396,5.44154153,0.094084584,0.559438453
13,1.265117241,0.970430333,-1.048686771,0.629409599,0.77815125,1.713381326,1.672151587,0.049137544,0.056152437,-1.81781854,8.101098045,5.460294517,5.117212002,-1.81781854,-1.81781854,4.248919498,4.245977421,-1.81781854,6.153959215,4.541608933,0.001368815,0.000515152,4.927034609,0.002091816,5.084825841,5.35201311,4.12416619,5.69823974,0.162677742,-0.337714322
15,1.297757667,0.760446987,-1.557206774,0.595496222,1.217483944,1.067219689,1.751673909,0.028806336,0.106054287,-1.81781854,7.818596373,5.360105196,4.472511567,5.932474263,4.512819004,5.376964632,5.389306079,5.222280787,6.18263378,4.069987874,0.000705136,0.002566198,4.183574423,0.037201235,5.354218455,5.399916627,4.39490837,4.932755258,0.015387546,0.916891144
7,1.146983683,0.700268772,-1.527243551,0.602059991,0.62324929,0.659060072,1.61837448,0.363960533,0.013906199,-1.81781854,8.04766973,-1.81781854,5.788924569,4.917510851,-1.81781854,4.125336684,-1.81781854,7.056801022,6.751793535,4.973457312,0.000458552,0.000882407,5.038149897,0.023980081,4.982783042,4.962844029,4.407669495,5.131023564,0.097367293,0.433419052
17,1.442581119,0.723623528,-1.497163361,0.591064607,0.892094603,0.689930104,1.652064751,0.018764613,0.0265868,-1.81781854,8.139305214,5.182925172,5.335973715,-1.81781854,4.259533248,5.135588314,4.399141181,-1.81781854,6.213877204,4.635181008,0.000266604,0.001229993,4.439934133,0.009963592,4.684569758,5.364752566,4.599449771,5.565761762,0.004025137,-1.306380243
8,1.432740906,1.025102601,-1.135533419,0.625826713,1.083681747,1.526723639,1.783936436,0.20634897,0.052642472,-1.81781854,7.618741963,5.283693626,5.676982879,-1.81781854,5.000957251,4.940025379,4.556973505,-1.81781854,5.474163648,3.633869598,0.000885547,0.010282965,4.75194159,0.010027552,4.363316265,5.569554,4.19066668,4.23017979,0.33635007,0.628235409
13,1.193892565,0.523234504,-1.403512866,0.620136055,0.612783857,1.481234748,1.609081383,0.037535609,0.079189482,-1.81781854,8.16365501,5.280609349,5.31055907,-1.81781854,-1.81781854,-1.81781854,4.544542204,-1.81781854,6.191450454,4.607388695,0.000743363,0.000227217,4.874126714,0.002155777,6.014182919,5.8688979,4.340030301,5.54328369,0.028090567,-0.182881525
10,1.230061588,0.596483285,-2.402853512,0.636487896,0.911157609,1.709456532,1.732388894,0.19120076,0.021208923,-1.81781854,7.545590102,4.399860467,5.49141403,-1.81781854,-1.81781854,4.433519008,-1.81781854,4.622072218,5.954348455,4.071165767,0.003286291,0.000324824,-1.81781854,0.013404029,6.295164011,5.755534453,4.026144134,5.539675802,0.000497379,0.05815216
